Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days
33,housemaid,married,basic.4y,no,no,no,Cell,1,999
59,housemaid,married,basic.4y,no,yes,no,Cell,1,999
57,management,married,university.degree,no,unknown,no,Telephone,2,999
42,admin.,married,professional.course,no,unknown,no,Cell,1,999
28,admin.,single,university.degree,no,unknown,no,Cell,2,999
41,housemaid,married,university.degree,no,no,no,Telephone,3,999
31,admin.,married,university.degree,no,unknown,yes,Cell,1,999
51,housemaid,married,basic.9y,no,unknown,no,Cell,3,999
39,technician,single,university.degree,no,unknown,no,Cell,1,999
36,admin.,married,university.degree,no,yes,no,Telephone,2,999
46,admin.,divorced,university.degree,no,yes,unknown,Telephone,4,999
26,student,single,high.school,no,unknown,no,Cell,1,999
57,admin.,married,high.school,no,unknown,no,Telephone,1,999
27,technician,single,high.school,no,unknown,unknown,Cell,1,999
42,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
29,admin.,divorced,high.school,no,unknown,no,Telephone,5,999
37,admin.,married,university.degree,no,unknown,no,Cell,2,999
39,technician,married,professional.course,no,unknown,no,Cell,1,999
33,admin.,married,university.degree,no,unknown,no,Cell,10,999
50,admin.,married,university.degree,no,no,no,Cell,1,999
25,blue-collar,single,basic.9y,no,unknown,no,Cell,3,999
33,technician,married,professional.course,no,unknown,yes,Cell,2,999
53,technician,single,professional.course,no,yes,unknown,Cell,3,999
45,technician,divorced,professional.course,no,yes,no,Cell,4,999
34,management,married,basic.4y,no,unknown,no,Cell,2,999
35,admin.,married,high.school,no,no,yes,Telephone,4,999
44,admin.,single,basic.9y,no,no,no,Cell,2,999
34,technician,married,high.school,no,unknown,no,Telephone,1,999
33,unemployed,divorced,professional.course,no,no,unknown,Cell,3,999
26,blue-collar,single,high.school,no,yes,no,Telephone,1,999
30,self-employed,single,university.degree,no,unknown,no,Cell,3,999
44,admin.,single,high.school,no,unknown,no,Telephone,1,999
27,admin.,single,high.school,no,unknown,no,Telephone,1,999
52,technician,married,basic.9y,no,yes,no,Telephone,2,999
49,technician,married,professional.course,no,no,no,Telephone,1,999
51,management,married,high.school,no,unknown,yes,Cell,4,999
38,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
32,blue-collar,married,professional.course,no,yes,no,Cell,2,999
30,blue-collar,single,high.school,no,unknown,unknown,Cell,6,999
50,entrepreneur,married,university.degree,no,unknown,no,Cell,2,999
41,blue-collar,married,basic.9y,no,unknown,yes,Cell,1,999
25,services,single,high.school,no,unknown,no,Telephone,1,999
32,blue-collar,married,basic.4y,no,yes,no,Telephone,1,999
38,admin.,single,university.degree,no,no,no,Cell,3,999
47,blue-collar,married,basic.4y,no,unknown,no,Telephone,1,999
42,admin.,married,high.school,no,no,no,Telephone,3,999
56,housemaid,divorced,high.school,no,yes,no,Cell,6,999
23,student,single,high.school,no,yes,unknown,Cell,2,999
30,technician,single,professional.course,no,yes,yes,Cell,10,999
36,management,married,university.degree,no,unknown,no,Cell,1,999
42,blue-collar,married,basic.6y,no,no,no,Telephone,3,999
58,technician,married,professional.course,no,yes,no,Telephone,3,999
25,student,single,high.school,no,unknown,no,Cell,3,999
37,technician,married,professional.course,no,unknown,no,Telephone,2,999
43,admin.,married,university.degree,no,unknown,no,Cell,10,999
50,self-employed,married,university.degree,no,unknown,no,Telephone,1,999
38,blue-collar,married,professional.course,no,yes,no,Telephone,2,999
27,admin.,single,high.school,no,unknown,no,Cell,3,999
50,management,married,university.degree,no,yes,no,Telephone,1,999
52,services,married,basic.9y,no,no,no,Telephone,1,999
33,technician,married,professional.course,no,no,unknown,Cell,3,999
25,entrepreneur,single,high.school,no,yes,no,Telephone,2,999
56,management,single,university.degree,no,unknown,no,Telephone,2,999
39,technician,married,university.degree,no,unknown,no,Cell,1,999
23,student,single,basic.9y,no,no,no,Cell,2,999
52,admin.,married,university.degree,no,unknown,no,Cell,3,999
50,management,married,university.degree,no,yes,no,Cell,1,999
36,blue-collar,single,basic.6y,no,unknown,no,Cell,1,999
30,blue-collar,married,basic.4y,no,unknown,unknown,Cell,2,999
23,services,single,high.school,no,unknown,no,Telephone,9,999
58,management,married,university.degree,no,unknown,no,Cell,1,999
31,blue-collar,married,basic.9y,no,unknown,no,Telephone,6,999
50,admin.,divorced,university.degree,no,unknown,no,Cell,1,999
29,admin.,married,university.degree,no,no,no,Cell,3,999
42,admin.,married,university.degree,no,unknown,no,Telephone,2,999
53,technician,married,professional.course,no,unknown,no,Cell,4,999
43,blue-collar,married,basic.9y,no,unknown,no,Telephone,18,999
36,admin.,single,university.degree,no,yes,yes,Cell,7,999
36,management,married,professional.course,no,no,no,Cell,1,999
31,blue-collar,single,basic.4y,no,unknown,unknown,Telephone,3,999
55,blue-collar,married,professional.course,no,no,yes,Cell,2,999
30,admin.,married,high.school,no,unknown,yes,Cell,1,999
35,admin.,married,high.school,no,no,yes,Cell,2,999
29,admin.,single,university.degree,no,yes,no,Telephone,3,999
36,technician,married,professional.course,no,no,no,Cell,3,999
34,blue-collar,married,basic.6y,no,unknown,no,Cell,1,999
40,entrepreneur,married,university.degree,no,yes,no,Telephone,2,999
29,admin.,single,university.degree,no,unknown,no,Cell,2,999
38,blue-collar,married,basic.6y,no,no,unknown,Telephone,1,999
41,technician,married,high.school,no,yes,no,Telephone,24,999
36,management,married,basic.9y,no,unknown,no,Telephone,2,999
38,technician,married,high.school,no,no,no,Telephone,4,999
30,admin.,single,university.degree,no,unknown,no,Cell,1,999
38,blue-collar,single,basic.4y,no,unknown,no,Telephone,6,999
33,admin.,divorced,high.school,no,yes,no,Cell,3,999
37,services,married,high.school,no,yes,no,Telephone,1,999
48,retired,married,basic.4y,no,yes,yes,Telephone,17,999
28,technician,single,university.degree,no,unknown,yes,Telephone,2,999
42,technician,married,basic.6y,no,unknown,no,Cell,2,999
23,blue-collar,single,high.school,no,unknown,unknown,Cell,1,999
37,technician,single,professional.course,no,unknown,no,Cell,1,6
28,technician,single,university.degree,no,unknown,yes,Telephone,4,999
63,technician,married,university.degree,no,unknown,no,Telephone,2,999
52,blue-collar,married,high.school,no,no,no,Telephone,4,999
37,technician,divorced,professional.course,no,yes,no,Cell,5,999
35,admin.,single,university.degree,no,unknown,no,Cell,2,999
32,blue-collar,married,basic.6y,no,unknown,no,Telephone,3,999
31,services,married,basic.6y,no,unknown,no,Telephone,4,999
49,admin.,married,university.degree,no,no,unknown,Cell,1,999
35,technician,divorced,university.degree,no,unknown,yes,Cell,2,999
24,student,single,high.school,no,no,unknown,Cell,4,999
52,retired,married,basic.4y,no,unknown,unknown,Cell,1,999
30,admin.,single,university.degree,no,unknown,no,Cell,2,999
42,services,married,high.school,no,yes,no,Cell,1,999
37,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
41,blue-collar,single,basic.4y,no,unknown,no,Cell,1,999
37,self-employed,married,professional.course,no,yes,no,Telephone,13,999
29,admin.,single,university.degree,no,unknown,no,Cell,5,999
29,unemployed,divorced,basic.4y,no,unknown,yes,Telephone,2,999
61,management,married,university.degree,no,yes,no,Cell,2,4
53,blue-collar,married,high.school,no,no,yes,Telephone,1,999
44,technician,married,professional.course,no,unknown,yes,Cell,2,999
36,services,divorced,university.degree,no,unknown,no,Cell,4,999
29,services,married,high.school,no,unknown,no,Cell,1,999
53,entrepreneur,married,basic.4y,no,unknown,no,Cell,3,999
41,technician,single,professional.course,no,unknown,no,Telephone,1,999
40,services,married,high.school,no,unknown,unknown,Telephone,1,999
39,technician,married,professional.course,no,unknown,no,Cell,2,999
26,student,single,professional.course,no,unknown,yes,Cell,2,3
42,blue-collar,single,basic.6y,no,unknown,yes,Telephone,3,999
34,services,single,high.school,no,yes,yes,Cell,1,999
39,admin.,married,basic.6y,no,unknown,no,Cell,2,999
47,blue-collar,divorced,basic.4y,no,unknown,yes,Telephone,1,999
44,blue-collar,single,basic.4y,no,unknown,no,Telephone,1,999
36,blue-collar,single,professional.course,no,yes,yes,Telephone,3,999
29,blue-collar,married,basic.6y,no,unknown,unknown,Telephone,3,999
40,management,married,high.school,no,unknown,yes,Telephone,2,999
30,technician,single,professional.course,no,unknown,no,Cell,4,999
44,admin.,single,basic.9y,no,no,no,Cell,11,999
40,management,single,university.degree,no,unknown,unknown,Cell,1,999
36,housemaid,single,university.degree,no,unknown,no,Cell,8,3
53,retired,divorced,high.school,no,unknown,unknown,Telephone,1,999
30,student,single,university.degree,no,unknown,no,Cell,2,13
38,blue-collar,married,basic.6y,no,unknown,yes,Cell,2,999
33,admin.,married,university.degree,no,unknown,no,Cell,1,999
30,services,single,high.school,no,no,no,Cell,2,999
24,admin.,married,university.degree,no,no,no,Telephone,3,999
39,housemaid,married,basic.4y,no,yes,yes,Cell,2,999
39,services,married,high.school,no,yes,yes,Telephone,2,999
36,admin.,married,university.degree,no,yes,no,Cell,1,999
36,admin.,married,university.degree,no,unknown,no,Cell,3,999
42,services,married,high.school,no,unknown,unknown,Telephone,3,999
41,services,married,high.school,no,yes,yes,Cell,8,999
55,technician,married,professional.course,no,unknown,no,Cell,1,999
34,management,married,university.degree,no,yes,no,Cell,1,999
53,services,divorced,basic.9y,no,unknown,no,Cell,3,999
31,entrepreneur,married,university.degree,no,unknown,no,Cell,3,999
24,admin.,single,high.school,no,yes,no,Cell,1,999
43,admin.,married,university.degree,no,unknown,no,Cell,1,999
31,entrepreneur,single,university.degree,no,unknown,yes,Telephone,1,999
58,blue-collar,single,basic.4y,no,yes,no,Telephone,1,999
47,admin.,married,high.school,no,unknown,yes,Cell,22,999
26,entrepreneur,married,professional.course,no,yes,unknown,Cell,1,999
29,blue-collar,married,basic.9y,no,yes,yes,Cell,1,999
34,admin.,married,university.degree,no,unknown,yes,Telephone,6,999
32,self-employed,married,university.degree,no,unknown,no,Cell,3,999
47,blue-collar,married,basic.4y,no,unknown,unknown,Telephone,2,999
59,self-employed,married,professional.course,no,yes,unknown,Cell,2,999
51,services,married,high.school,no,unknown,unknown,Telephone,1,999
47,blue-collar,married,basic.4y,no,unknown,no,Telephone,2,999
37,services,married,professional.course,no,unknown,no,Cell,2,999
25,services,married,high.school,no,unknown,no,Telephone,9,999
37,services,married,high.school,no,no,no,Telephone,3,999
51,blue-collar,married,university.degree,no,unknown,no,Telephone,1,999
27,housemaid,married,basic.6y,no,no,no,Cell,3,999
33,unemployed,married,high.school,no,unknown,yes,Cell,1,999
33,services,married,high.school,no,no,no,Cell,2,999
36,admin.,single,high.school,no,yes,yes,Cell,1,999
30,admin.,single,university.degree,no,unknown,no,Cell,1,999
28,admin.,single,university.degree,no,unknown,yes,Cell,4,999
59,admin.,married,high.school,no,unknown,no,Telephone,1,999
48,blue-collar,married,basic.6y,no,unknown,yes,Cell,3,999
48,blue-collar,divorced,basic.4y,no,yes,no,Telephone,3,999
40,entrepreneur,married,university.degree,no,unknown,no,Cell,1,999
37,services,married,high.school,no,no,no,Telephone,2,999
36,management,married,university.degree,no,unknown,no,Cell,1,6
58,management,married,university.degree,no,unknown,unknown,Telephone,1,999
33,admin.,married,high.school,no,unknown,no,Cell,1,999
49,blue-collar,single,basic.4y,no,yes,unknown,Telephone,1,999
26,technician,single,professional.course,no,yes,no,Cell,1,999
59,admin.,married,high.school,no,yes,no,Cell,1,999
32,technician,single,university.degree,no,unknown,no,Cell,12,999
42,admin.,single,professional.course,no,unknown,no,Cell,1,999
43,admin.,married,high.school,no,unknown,no,Telephone,2,999
33,admin.,married,high.school,no,yes,no,Telephone,2,999
35,admin.,single,high.school,no,unknown,yes,Cell,2,7
32,admin.,married,university.degree,no,no,no,Cell,2,999
30,blue-collar,married,basic.6y,no,unknown,no,Cell,1,999
25,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
24,student,single,high.school,no,unknown,no,Cell,1,7
29,blue-collar,single,basic.4y,no,yes,no,Cell,1,999
38,technician,single,university.degree,no,unknown,no,Telephone,2,999
34,admin.,single,high.school,no,no,unknown,Cell,1,999
55,management,married,basic.6y,no,no,yes,Cell,1,999
39,management,married,university.degree,no,unknown,unknown,Cell,1,999
39,housemaid,married,basic.4y,no,unknown,no,Telephone,8,999
58,self-employed,married,university.degree,no,no,no,Cell,1,999
44,technician,married,high.school,no,unknown,yes,Cell,3,999
48,services,married,high.school,no,unknown,yes,Telephone,4,999
29,blue-collar,single,basic.4y,no,unknown,no,Telephone,3,999
30,unemployed,divorced,high.school,no,unknown,no,Cell,3,999
42,admin.,married,university.degree,no,unknown,no,Telephone,2,999
37,services,divorced,high.school,no,unknown,unknown,Cell,1,999
64,management,married,university.degree,no,no,no,Cell,1,999
32,blue-collar,divorced,basic.6y,no,unknown,no,Cell,2,999
57,management,divorced,professional.course,no,unknown,no,Cell,1,999
29,admin.,single,university.degree,no,no,no,Cell,3,999
31,blue-collar,married,basic.6y,no,unknown,no,Telephone,5,999
31,admin.,single,high.school,no,unknown,no,Cell,2,999
39,admin.,married,high.school,no,unknown,no,Telephone,1,999
32,admin.,married,university.degree,no,unknown,no,Cell,3,999
30,self-employed,single,university.degree,no,no,no,Cell,2,999
44,blue-collar,married,basic.9y,no,unknown,unknown,Cell,1,999
35,technician,married,professional.course,no,no,no,Cell,1,999
33,admin.,single,university.degree,no,unknown,no,Telephone,2,999
29,admin.,married,high.school,no,yes,no,Cell,2,999
41,blue-collar,married,basic.4y,no,unknown,no,Cell,8,999
36,services,married,high.school,no,unknown,no,Telephone,2,999
38,technician,married,professional.course,no,yes,unknown,Telephone,4,999
27,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
35,self-employed,single,university.degree,no,unknown,no,Cell,2,6
38,services,divorced,high.school,no,unknown,no,Cell,1,999
51,entrepreneur,married,basic.6y,no,yes,no,Cell,2,999
60,admin.,divorced,university.degree,no,no,no,Cell,2,999
33,unemployed,married,university.degree,no,yes,unknown,Telephone,1,999
54,admin.,married,university.degree,no,unknown,no,Telephone,1,999
41,entrepreneur,married,basic.4y,no,unknown,no,Cell,1,999
33,technician,married,basic.9y,no,unknown,no,Cell,2,999
41,services,married,high.school,no,unknown,no,Telephone,3,999
46,admin.,divorced,university.degree,no,unknown,yes,Telephone,1,999
55,admin.,married,university.degree,no,no,yes,Cell,3,999
35,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
31,blue-collar,single,basic.9y,no,unknown,no,Cell,1,999
27,blue-collar,single,basic.9y,no,yes,unknown,Cell,3,999
38,admin.,married,university.degree,no,unknown,no,Cell,5,999
38,housemaid,married,basic.6y,no,no,no,Cell,2,999
53,housemaid,married,basic.4y,no,no,no,Telephone,2,999
49,services,married,high.school,no,no,no,Cell,2,999
26,blue-collar,married,basic.9y,no,no,no,Cell,1,999
28,admin.,single,high.school,no,unknown,no,Cell,2,999
50,admin.,married,high.school,no,unknown,yes,Cell,1,999
57,blue-collar,married,basic.4y,no,no,no,Telephone,1,999
43,admin.,married,university.degree,no,yes,no,Cell,4,999
44,technician,divorced,professional.course,no,unknown,no,Telephone,1,999
48,blue-collar,single,basic.9y,no,unknown,no,Cell,1,999
39,self-employed,married,professional.course,no,no,no,Telephone,4,999
35,technician,married,university.degree,no,yes,unknown,Telephone,2,999
49,technician,married,basic.9y,no,yes,no,Cell,1,999
33,technician,single,high.school,no,yes,yes,Cell,2,999
51,management,married,university.degree,no,yes,no,Cell,1,999
34,management,married,university.degree,no,yes,no,Telephone,1,999
35,admin.,married,university.degree,no,yes,no,Cell,4,999
38,technician,single,high.school,no,unknown,yes,Cell,1,999
46,admin.,married,university.degree,no,unknown,no,Cell,3,999
34,management,single,professional.course,no,yes,no,Cell,2,999
31,admin.,single,university.degree,no,yes,no,Telephone,1,3
28,blue-collar,single,basic.6y,no,unknown,no,Telephone,2,999
49,blue-collar,married,basic.4y,no,no,no,Telephone,1,999
52,blue-collar,divorced,basic.6y,no,yes,unknown,Cell,7,999
32,admin.,single,university.degree,no,unknown,no,Cell,2,10
27,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
65,admin.,married,basic.9y,no,yes,no,Cell,2,4
33,services,married,high.school,no,no,yes,Cell,1,999
76,retired,married,basic.4y,no,yes,no,Cell,1,999
58,retired,single,professional.course,no,yes,no,Cell,3,999
39,technician,married,high.school,no,unknown,no,Telephone,1,999
42,technician,single,professional.course,no,yes,no,Cell,1,999
53,student,married,high.school,no,unknown,no,Telephone,1,999
30,blue-collar,single,basic.9y,no,unknown,no,Cell,2,999
30,blue-collar,married,basic.9y,no,no,no,Cell,1,999
28,blue-collar,married,high.school,no,unknown,yes,Telephone,2,999
31,services,married,high.school,no,yes,unknown,Cell,5,999
27,unemployed,married,university.degree,no,unknown,no,Cell,1,999
71,retired,married,basic.4y,no,yes,no,Cell,2,9
54,management,married,high.school,no,unknown,no,Cell,4,999
51,services,married,high.school,no,unknown,yes,Cell,5,999
42,technician,married,professional.course,no,yes,no,Cell,1,999
31,admin.,married,university.degree,no,yes,no,Cell,2,3
36,admin.,married,university.degree,no,unknown,no,Cell,3,999
32,admin.,single,university.degree,no,unknown,no,Cell,2,999
52,housemaid,married,basic.9y,no,yes,unknown,Cell,1,999
23,admin.,single,high.school,no,unknown,no,Cell,1,999
32,technician,married,university.degree,no,yes,no,Cell,1,999
50,technician,married,high.school,no,unknown,no,Telephone,1,999
39,housemaid,married,basic.4y,no,unknown,no,Cell,1,999
38,technician,married,professional.course,no,unknown,yes,Cell,2,999
59,entrepreneur,divorced,high.school,no,no,no,Telephone,1,999
39,management,married,university.degree,no,no,yes,Telephone,2,999
33,blue-collar,divorced,basic.9y,no,no,no,Telephone,2,999
45,technician,divorced,professional.course,no,unknown,no,Cell,2,999
51,unemployed,married,basic.4y,no,unknown,no,Telephone,2,999
24,student,single,high.school,no,no,no,Telephone,1,999
32,services,married,high.school,no,no,no,Cell,1,999
49,entrepreneur,married,university.degree,no,unknown,no,Cell,2,999
42,unemployed,married,university.degree,no,yes,yes,Cell,4,4
54,management,divorced,university.degree,no,unknown,unknown,Cell,2,6
39,admin.,single,high.school,no,unknown,no,Telephone,3,999
46,self-employed,married,basic.9y,no,no,no,Telephone,3,999
41,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
39,admin.,married,high.school,no,unknown,no,Cell,2,4
44,blue-collar,married,basic.4y,no,unknown,yes,Telephone,2,999
35,blue-collar,married,basic.9y,no,unknown,no,Telephone,2,999
51,blue-collar,married,basic.4y,no,unknown,no,Telephone,10,999
30,housemaid,married,university.degree,no,unknown,no,Cell,7,999
35,blue-collar,married,basic.6y,no,unknown,no,Cell,2,999
51,management,married,basic.9y,no,unknown,no,Cell,3,999
49,unemployed,married,professional.course,no,unknown,yes,Cell,2,999
49,blue-collar,divorced,university.degree,no,unknown,no,Cell,2,999
27,services,married,university.degree,no,yes,no,Cell,1,999
47,management,married,university.degree,no,unknown,no,Cell,3,3
59,admin.,divorced,professional.course,no,unknown,no,Cell,1,4
41,admin.,married,high.school,no,no,no,Cell,1,999
39,technician,single,professional.course,no,unknown,no,Telephone,3,999
57,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
56,self-employed,married,university.degree,no,yes,no,Cell,7,999
60,blue-collar,married,high.school,no,yes,no,Telephone,1,999
48,services,married,basic.4y,no,unknown,yes,Cell,2,999
43,admin.,married,high.school,no,no,no,Cell,1,999
42,admin.,married,university.degree,no,unknown,no,Cell,3,999
32,management,married,basic.6y,no,unknown,yes,Cell,3,999
34,blue-collar,married,basic.6y,no,yes,yes,Telephone,1,999
33,services,married,high.school,no,no,no,Cell,1,999
59,admin.,married,professional.course,no,unknown,unknown,Telephone,3,999
33,technician,single,professional.course,no,no,no,Telephone,4,999
51,management,married,university.degree,no,yes,no,Cell,1,999
65,management,married,basic.9y,no,unknown,no,Cell,2,9
43,management,married,university.degree,no,unknown,no,Telephone,2,999
53,retired,married,basic.9y,no,unknown,no,Telephone,3,999
36,admin.,married,university.degree,no,unknown,no,Cell,1,999
44,services,single,high.school,no,no,no,Cell,4,999
58,admin.,divorced,university.degree,no,yes,no,Cell,1,999
60,technician,married,professional.course,no,unknown,yes,Cell,4,999
51,entrepreneur,married,basic.4y,no,yes,no,Telephone,1,999
32,blue-collar,single,professional.course,no,unknown,no,Cell,2,999
44,blue-collar,married,high.school,no,yes,no,Cell,1,999
25,technician,single,university.degree,no,unknown,no,Telephone,1,999
68,retired,single,university.degree,no,yes,no,Telephone,3,999
38,technician,single,university.degree,no,unknown,no,Cell,13,999
41,admin.,divorced,high.school,no,unknown,no,Cell,1,4
33,management,married,university.degree,no,no,no,Cell,1,999
45,technician,married,professional.course,no,unknown,no,Cell,4,999
36,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
57,management,married,university.degree,no,unknown,no,Cell,17,999
27,services,single,university.degree,no,no,no,Cell,1,999
27,blue-collar,married,basic.9y,no,unknown,no,Cell,2,999
50,admin.,divorced,university.degree,no,no,no,Cell,11,999
56,unemployed,divorced,university.degree,no,unknown,no,Telephone,1,999
36,technician,married,university.degree,no,unknown,no,Cell,2,999
43,technician,married,university.degree,no,unknown,no,Telephone,2,999
74,retired,married,high.school,no,unknown,no,Cell,1,999
37,admin.,married,university.degree,no,unknown,yes,Cell,2,999
57,blue-collar,married,basic.9y,no,unknown,no,Cell,2,999
68,retired,single,university.degree,no,unknown,no,Cell,1,3
53,unemployed,single,university.degree,no,no,no,Cell,1,999
36,unemployed,married,university.degree,no,unknown,unknown,Telephone,2,999
55,blue-collar,married,basic.4y,no,yes,no,Telephone,1,999
42,blue-collar,divorced,high.school,no,unknown,no,Cell,1,999
55,unemployed,divorced,university.degree,no,unknown,no,Cell,3,6
31,technician,single,university.degree,no,unknown,no,Cell,7,999
50,technician,single,basic.4y,no,unknown,no,Cell,5,999
40,blue-collar,married,basic.4y,no,unknown,no,Telephone,1,999
43,management,married,university.degree,no,unknown,no,Cell,1,999
54,admin.,divorced,high.school,no,no,no,Telephone,2,999
36,technician,married,professional.course,no,yes,no,Cell,1,999
40,blue-collar,married,professional.course,no,no,no,Cell,2,999
34,technician,married,university.degree,no,unknown,no,Cell,1,999
58,management,married,basic.4y,no,unknown,no,Telephone,3,999
47,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
31,entrepreneur,married,basic.9y,no,unknown,no,Cell,1,999
33,blue-collar,married,basic.4y,no,no,yes,Cell,1,999
39,technician,married,professional.course,no,no,unknown,Cell,3,999
48,admin.,married,university.degree,no,unknown,yes,Cell,5,999
46,blue-collar,married,basic.4y,no,unknown,no,Cell,3,999
43,management,divorced,university.degree,no,unknown,no,Telephone,1,999
34,blue-collar,single,basic.4y,no,unknown,no,Telephone,1,999
29,technician,single,university.degree,no,no,no,Cell,2,999
31,unemployed,married,high.school,no,no,no,Cell,1,999
39,technician,single,professional.course,no,unknown,unknown,Telephone,4,999
47,blue-collar,married,basic.9y,no,unknown,no,Telephone,3,999
40,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
62,technician,married,university.degree,no,no,no,Cell,2,3
34,admin.,married,professional.course,no,yes,no,Cell,3,999
44,blue-collar,single,basic.4y,no,unknown,unknown,Telephone,2,999
33,blue-collar,married,basic.6y,no,yes,no,Cell,2,999
33,technician,married,professional.course,no,unknown,no,Telephone,3,999
41,admin.,married,high.school,no,yes,no,Telephone,1,999
40,blue-collar,married,basic.6y,no,unknown,no,Telephone,7,999
27,technician,single,high.school,no,unknown,no,Telephone,2,999
52,unemployed,divorced,high.school,no,yes,yes,Cell,1,999
42,admin.,divorced,university.degree,no,yes,no,Telephone,3,999
59,retired,married,basic.4y,no,yes,no,Cell,3,6
47,retired,married,university.degree,no,unknown,no,Telephone,10,999
44,management,married,basic.9y,no,unknown,no,Cell,5,999
33,admin.,single,university.degree,no,unknown,no,Cell,1,7
33,technician,married,professional.course,no,unknown,no,Cell,1,999
32,technician,single,professional.course,no,unknown,yes,Telephone,1,999
26,unemployed,single,basic.9y,no,unknown,yes,Telephone,8,999
59,admin.,married,basic.6y,no,yes,no,Telephone,15,999
36,technician,married,professional.course,no,unknown,no,Telephone,2,999
50,management,married,basic.6y,no,no,no,Cell,4,999
37,blue-collar,married,basic.4y,no,no,yes,Telephone,3,999
35,admin.,single,university.degree,no,no,yes,Cell,1,999
25,admin.,single,university.degree,no,unknown,no,Cell,2,999
33,technician,single,professional.course,no,no,no,Cell,2,999
22,blue-collar,married,professional.course,no,unknown,no,Cell,4,999
37,services,married,high.school,no,unknown,no,Cell,4,999
56,admin.,divorced,university.degree,no,unknown,no,Telephone,1,999
46,blue-collar,married,basic.4y,no,no,unknown,Cell,3,999
55,entrepreneur,married,professional.course,no,unknown,no,Cell,2,999
25,services,single,professional.course,no,unknown,no,Telephone,2,999
49,blue-collar,married,basic.4y,no,yes,no,Telephone,1,999
47,self-employed,married,basic.9y,no,unknown,no,Cell,6,999
25,student,single,high.school,no,unknown,no,Telephone,2,999
38,blue-collar,married,basic.6y,no,unknown,no,Cell,2,999
57,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
44,blue-collar,divorced,basic.4y,no,unknown,yes,Telephone,2,999
27,technician,single,professional.course,no,unknown,no,Telephone,3,999
33,services,married,basic.9y,no,yes,no,Telephone,2,999
28,admin.,single,basic.9y,no,unknown,yes,Cell,1,999
28,admin.,single,high.school,no,no,no,Cell,3,999
42,admin.,divorced,university.degree,no,unknown,no,Telephone,2,999
32,admin.,single,university.degree,no,unknown,no,Cell,1,999
36,blue-collar,married,basic.6y,no,no,no,Cell,2,999
44,technician,divorced,professional.course,no,unknown,no,Cell,1,999
47,blue-collar,married,basic.9y,no,unknown,no,Cell,3,999
38,technician,single,university.degree,no,unknown,no,Telephone,2,999
29,technician,single,high.school,no,unknown,no,Cell,4,999
35,unemployed,married,basic.9y,no,yes,yes,Cell,1,999
51,admin.,married,high.school,no,no,no,Telephone,4,999
37,blue-collar,married,basic.6y,no,yes,unknown,Cell,2,999
54,technician,married,professional.course,no,yes,yes,Telephone,2,999
35,blue-collar,married,basic.9y,no,yes,no,Telephone,2,999
47,blue-collar,single,basic.9y,no,no,yes,Telephone,1,999
35,technician,single,high.school,no,yes,no,Telephone,2,999
37,admin.,married,high.school,no,unknown,no,Telephone,3,999
44,unemployed,married,basic.9y,no,unknown,no,Telephone,4,999
35,technician,single,professional.course,no,unknown,no,Telephone,2,999
56,entrepreneur,married,university.degree,no,unknown,no,Cell,4,999
39,unemployed,married,university.degree,no,unknown,no,Telephone,8,999
36,admin.,married,basic.9y,no,no,no,Telephone,3,999
53,blue-collar,married,basic.9y,no,yes,no,Cell,1,999
25,technician,single,university.degree,no,yes,no,Cell,1,999
50,management,married,university.degree,no,no,unknown,Cell,1,999
47,blue-collar,married,basic.9y,no,unknown,unknown,Cell,2,999
36,blue-collar,single,high.school,no,unknown,unknown,Telephone,2,999
51,services,married,basic.4y,no,unknown,yes,Cell,2,999
48,technician,married,high.school,no,no,no,Telephone,1,999
32,admin.,married,university.degree,no,unknown,no,Cell,1,999
42,blue-collar,married,basic.6y,no,unknown,no,Telephone,1,999
35,admin.,married,university.degree,no,no,no,Cell,2,3
29,self-employed,married,professional.course,no,no,no,Cell,2,999
35,technician,married,university.degree,no,unknown,yes,Cell,2,999
50,blue-collar,divorced,basic.4y,no,unknown,no,Telephone,2,999
53,management,married,high.school,no,unknown,no,Cell,2,999
28,admin.,single,basic.6y,no,unknown,no,Telephone,2,999
35,services,married,basic.9y,no,no,yes,Cell,2,999
45,admin.,married,high.school,no,no,no,Telephone,8,999
64,retired,divorced,professional.course,no,yes,no,Cell,3,999
47,blue-collar,single,basic.6y,no,unknown,no,Cell,2,999
37,unemployed,single,professional.course,no,no,no,Cell,4,6
48,services,single,high.school,no,unknown,no,Cell,2,999
45,services,single,university.degree,no,unknown,no,Telephone,1,999
37,admin.,married,university.degree,no,unknown,no,Cell,1,999
